Gene	c-io-1-LHL10698_L4	c-io-2-LHL10702_L4	c-io-3-LHL10704_L4	t-io-1-LHL10699_L4	t-io-2-LHL10703_L4	t-io-3-LHL10705_L4
ENSMUSG00000106201	0	0	0	149	0	0
ENSMUSG00000106204	0	0	0	2	0	0
ENSMUSG00000106208	0	0	0	0	0	5
ENSMUSG00000106209	0	9	0	0	0	0
ENSMUSG00000106211	0	0	470	0	0	0
ENSMUSG00000106214	0	39	0	0	0	0
ENSMUSG00000106218	0	0	153	0	0	0
ENSMUSG00000106229	0	0	0	0	30	0
ENSMUSG00000106247	0	0	0	536	0	0
ENSMUSG00000106254	0	15	0	0	0	0
ENSMUSG00000106258	0	0	37	2	0	0
ENSMUSG00000106265	0	0	0	0	0	0
ENSMUSG00000106283	0	0	124	0	0	0
ENSMUSG00000106288	0	0	0	1022	0	0
ENSMUSG00000106294	0	0	64	1	8	0
ENSMUSG00000106317	0	0	81	0	0	0
ENSMUSG00000106320	0	430	22	0	0	0
ENSMUSG00000106337	33	0	437	0	0	0
ENSMUSG00000106341	0	46	0	0	0	0
ENSMUSG00000106354	0	0	0	85	0	0
ENSMUSG00000106356	0	0	0	0	6	0
ENSMUSG00000106362	0	0	1	0	1	0
ENSMUSG00000106366	1	0	5	0	0	0
ENSMUSG00000106375	0	3	1216	0	216	0
ENSMUSG00000106379	0	2	0	0	0	0
ENSMUSG00000106384	0	70	864	0	0	0
ENSMUSG00000106385	0	0	0	0	19	0
ENSMUSG00000106386	2	188	0	0	0	0
ENSMUSG00000106390	0	0	0	0	0	13
ENSMUSG00000106395	0	350	0	0	0	0
ENSMUSG00000106419	0	0	2	0	0	0
ENSMUSG00000106427	0	0	120	0	0	0
ENSMUSG00000106432	0	0	0	3	0	0
ENSMUSG00000106446	0	0	1	0	0	0
ENSMUSG00000106450	0	4	1	0	0	0
ENSMUSG00000106457	0	0	29	0	0	0
ENSMUSG00000106460	0	0	224	0	0	0
ENSMUSG00000106463	6	0	0	0	0	0
ENSMUSG00000106479	0	0	22	0	0	0
ENSMUSG00000106484	0	338	19	0	0	0
ENSMUSG00000106496	1	0	0	0	0	0
ENSMUSG00000106499	0	0	0	0	107	0
ENSMUSG00000106535	0	80	102	0	0	0
ENSMUSG00000106536	0	0	0	0	1	0
ENSMUSG00000106543	0	13	0	0	0	0
ENSMUSG00000106549	0	0	0	0	15	0
ENSMUSG00000106557	0	176	0	0	0	0
ENSMUSG00000106570	0	0	13	0	0	0
ENSMUSG00000106574	9	64	147	3	2	11
ENSMUSG00000106580	0	0	0	1	0	0
ENSMUSG00000106607	0	0	0	3	0	0
ENSMUSG00000106612	0	12	0	0	0	0
ENSMUSG00000106622	0	0	0	32	0	0
ENSMUSG00000106629	0	3	39	0	0	0
ENSMUSG00000106643	0	0	0	1	0	0
ENSMUSG00000106646	243	0	0	0	0	0
ENSMUSG00000106662	0	0	0	259	0	0
ENSMUSG00000106664	0	0	0	0	1	3
ENSMUSG00000106666	7	0	1	0	4	0
ENSMUSG00000106676	0	0	0	0	0	0
ENSMUSG00000106691	0	11	187	0	0	0
ENSMUSG00000106720	15	0	68	0	0	0
ENSMUSG00000106743	1	0	4	0	0	0
ENSMUSG00000106797	0	0	16	0	0	0
ENSMUSG00000106802	0	157	2	0	0	0
ENSMUSG00000106818	123	0	0	0	0	0
ENSMUSG00000106825	0	0	0	0	0	106
ENSMUSG00000106826	0	0	165	0	0	0
ENSMUSG00000106831	65	0	232	0	16	0
ENSMUSG00000106837	0	0	0	0	260	0
ENSMUSG00000106847	306	0	659	0	3	0
ENSMUSG00000106856	0	0	0	1441	0	0
ENSMUSG00000106864	15	63	643	0	0	0
ENSMUSG00000106874	0	25	6	0	0	0
ENSMUSG00000106883	0	0	1	0	0	0
ENSMUSG00000106895	0	0	1	0	4	0
ENSMUSG00000106896	0	0	56	0	0	0
ENSMUSG00000106917	42	65	68	0	0	1
ENSMUSG00000106918	0	0	225	0	0	171
ENSMUSG00000106926	0	31	5	1	0	13
ENSMUSG00000106928	0	0	0	0	0	256
ENSMUSG00000106930	0	0	0	0	0	0
ENSMUSG00000106933	84	0	0	0	0	0
ENSMUSG00000106943	0	0	1	4	0	172
ENSMUSG00000106944	0	3	257	0	0	0
ENSMUSG00000106959	0	0	0	0	0	63
ENSMUSG00000106961	0	8	0	0	0	0
ENSMUSG00000106973	1	0	0	0	0	0
ENSMUSG00000106981	0	0	1	0	0	0
ENSMUSG00000106988	0	0	5	0	30	6
ENSMUSG00000107000	173	238	0	0	4	3
ENSMUSG00000107002	0	185	191	0	0	359
ENSMUSG00000107023	0	147	0	797	5	0
ENSMUSG00000107028	0	0	1	0	0	0
ENSMUSG00000107035	8	41	230	16	72	89
ENSMUSG00000107037	0	0	0	0	78	0
ENSMUSG00000107060	0	0	4	0	0	0
ENSMUSG00000107066	0	0	1	0	0	0
ENSMUSG00000107068	367	0	119	69	288	301
ENSMUSG00000107083	0	0	48	0	0	0
ENSMUSG00000107087	0	0	57	0	0	0
ENSMUSG00000107091	0	13	0	0	0	0
ENSMUSG00000107092	2	0	11	0	0	0
ENSMUSG00000107094	0	0	2	0	0	0
ENSMUSG00000107096	45	0	0	0	0	0
ENSMUSG00000107097	0	0	90	0	0	0
ENSMUSG00000107116	0	0	572	0	0	0
ENSMUSG00000107134	133	0	23	1	0	0
ENSMUSG00000107143	0	20	193	0	0	0
ENSMUSG00000107176	112	59	64	1	173	2
ENSMUSG00000107191	0	11	0	0	0	0
ENSMUSG00000107197	0	0	864	0	0	93
ENSMUSG00000107200	0	20	0	0	17	0
ENSMUSG00000107206	0	0	2	0	0	0
ENSMUSG00000107226	0	0	0	1	116	0
ENSMUSG00000107227	0	0	0	472	0	0
ENSMUSG00000107257	0	2	24	0	5	0
ENSMUSG00000107261	0	0	7	0	0	0
ENSMUSG00000107263	0	0	0	0	148	0
ENSMUSG00000107277	0	0	293	0	0	0
ENSMUSG00000107278	0	0	0	0	11	0
ENSMUSG00000107292	0	0	93	0	0	0
ENSMUSG00000107340	0	0	8	0	0	0
ENSMUSG00000107351	0	0	0	255	0	0
ENSMUSG00000107358	0	40	0	0	0	0
ENSMUSG00000107359	1	0	0	0	0	0
ENSMUSG00000107362	0	61	0	0	0	0
ENSMUSG00000107369	0	0	0	7	0	0
ENSMUSG00000107383	0	4	855	1	12	0
ENSMUSG00000107390	0	0	0	0	0	0
ENSMUSG00000107402	0	0	16	0	0	0
ENSMUSG00000107411	0	0	0	0	3	0
ENSMUSG00000107420	1	0	0	0	0	0
ENSMUSG00000107439	0	0	0	0	289	0
ENSMUSG00000107440	1	0	0	0	0	0
ENSMUSG00000107443	0	0	8	0	0	0
ENSMUSG00000107460	0	0	3	0	0	0
ENSMUSG00000107462	0	0	1	0	0	0
ENSMUSG00000107465	0	0	0	1	0	0
ENSMUSG00000107468	0	0	13	0	0	0
ENSMUSG00000107470	0	0	37	0	0	0
ENSMUSG00000107472	0	0	129	0	0	0
ENSMUSG00000107482	207	109	185	0	455	0
ENSMUSG00000107489	0	0	10	0	0	0
ENSMUSG00000107512	0	0	0	0	2	0
ENSMUSG00000107528	0	343	2701	133	15	0
ENSMUSG00000107531	0	0	0	0	334	0
ENSMUSG00000107534	167	0	48	0	0	0
ENSMUSG00000107561	0	0	152	0	0	0
ENSMUSG00000107577	0	0	0	250	0	0
ENSMUSG00000107586	0	0	433	0	0	0
ENSMUSG00000107595	0	33	0	0	0	0
ENSMUSG00000107604	0	0	53	0	0	0
ENSMUSG00000107608	0	0	0	134	0	0
ENSMUSG00000107624	0	0	0	0	14	0
ENSMUSG00000107629	29	0	0	0	0	0
ENSMUSG00000107639	2	0	0	0	0	0
ENSMUSG00000107655	0	0	0	35	0	0
ENSMUSG00000107706	0	0	0	0	654	0
ENSMUSG00000107707	0	28	0	0	82	0
ENSMUSG00000107720	0	0	22	0	0	0
ENSMUSG00000107722	0	0	1	0	1	0
ENSMUSG00000107735	0	0	4	0	0	0
ENSMUSG00000107743	0	0	0	15	0	28
ENSMUSG00000107747	23	0	26	0	5	3
ENSMUSG00000107751	0	0	63	1	0	0
ENSMUSG00000107756	0	0	3	0	0	0
ENSMUSG00000107782	0	0	7	0	0	0
ENSMUSG00000107788	0	0	0	0	0	0
ENSMUSG00000107794	0	0	137	0	0	0
ENSMUSG00000107813	0	0	129	0	0	0
ENSMUSG00000107814	0	0	0	0	7	0
ENSMUSG00000107835	0	0	57	0	8	0
ENSMUSG00000107853	0	28	0	0	0	0
ENSMUSG00000107863	0	0	9	1	0	0
ENSMUSG00000107865	0	1	1006	0	0	0
ENSMUSG00000107877	0	0	123	0	0	0
ENSMUSG00000107881	0	0	15	0	0	0
ENSMUSG00000107906	0	0	5	0	0	0
ENSMUSG00000107920	0	0	1	0	0	0
ENSMUSG00000107943	0	0	0	0	1	0
ENSMUSG00000107947	0	0	7	0	0	0
ENSMUSG00000107950	0	0	1	0	1	0
ENSMUSG00000107951	187	52	95	304	88	6
ENSMUSG00000107955	0	0	52	0	0	0
ENSMUSG00000107962	0	5	796	0	0	14
ENSMUSG00000107966	0	2	0	0	0	0
ENSMUSG00000107968	0	0	0	0	5	0
ENSMUSG00000107976	0	0	0	0	0	193
ENSMUSG00000107989	0	0	0	0	48	0
ENSMUSG00000107994	0	0	2	0	0	0
ENSMUSG00000108005	0	0	0	0	86	0
ENSMUSG00000108010	0	0	255	0	0	0
ENSMUSG00000108034	0	65	0	0	0	0
ENSMUSG00000108035	0	0	0	0	21	0
ENSMUSG00000108036	0	0	7	0	0	0
ENSMUSG00000108042	0	0	22	0	0	0
ENSMUSG00000108045	0	2	43	0	0	0
ENSMUSG00000108068	0	0	0	0	0	4
ENSMUSG00000108076	0	0	2	0	0	0
ENSMUSG00000108077	0	0	2	0	0	0
ENSMUSG00000108102	0	26	0	0	0	0
ENSMUSG00000108107	0	2	0	0	0	0
ENSMUSG00000108126	0	0	28	0	0	0
ENSMUSG00000108129	0	1	0	0	0	0
ENSMUSG00000108138	0	0	51	0	0	0
ENSMUSG00000108142	0	0	2	0	0	0
ENSMUSG00000108148	0	0	183	0	0	0
ENSMUSG00000108158	0	0	124	0	0	17
ENSMUSG00000108171	0	43	137	0	0	208
ENSMUSG00000108176	0	0	3	0	0	0
ENSMUSG00000108181	0	122	0	0	0	0
ENSMUSG00000108189	0	0	31	0	0	0
ENSMUSG00000108211	0	0	78	0	0	0
ENSMUSG00000108223	0	0	2	0	0	0
ENSMUSG00000108238	0	6	57	0	0	0
ENSMUSG00000108242	0	22	53	0	0	0
ENSMUSG00000108255	0	38	0	20	0	0
ENSMUSG00000108291	0	0	63	0	0	0
ENSMUSG00000108297	0	0	0	694	0	0
ENSMUSG00000108314	165	0	118	0	0	18
ENSMUSG00000108322	0	0	0	56	34	0
ENSMUSG00000108348	87	0	0	0	0	123
ENSMUSG00000108349	0	0	1	0	0	0
ENSMUSG00000108352	0	0	0	122	0	0
ENSMUSG00000108353	0	0	50	3	0	0
ENSMUSG00000108358	0	70	45	0	0	0
ENSMUSG00000108366	0	1	2	55	0	1
ENSMUSG00000108368	0	0	35	0	0	0
ENSMUSG00000108381	0	3	1	0	23	0
ENSMUSG00000108384	0	0	0	0	0	0
ENSMUSG00000108390	0	0	53	0	0	0
ENSMUSG00000108393	0	2	0	0	0	0
ENSMUSG00000108394	205	0	0	0	0	0
ENSMUSG00000108402	0	0	2	0	0	0
ENSMUSG00000108414	1	133	0	1	1	0
ENSMUSG00000108433	0	0	0	0	0	135
ENSMUSG00000108437	0	0	1	1	0	2
ENSMUSG00000108438	0	1	0	0	0	0
ENSMUSG00000108443	6	4	34	64	0	0
ENSMUSG00000108460	0	0	0	0	81	0
ENSMUSG00000108465	564	0	4	0	0	0
ENSMUSG00000108466	0	0	3	0	0	0
ENSMUSG00000108477	0	31	0	0	0	0
ENSMUSG00000108478	0	11	3	0	0	0
ENSMUSG00000108486	0	0	93	0	0	0
ENSMUSG00000108503	0	45	1	0	0	0
ENSMUSG00000108506	0	4	5	2	0	0
ENSMUSG00000108521	0	0	0	53	0	0
ENSMUSG00000108528	5	3	64	10	3	4
ENSMUSG00000108540	0	0	0	54	2	0
ENSMUSG00000108546	0	106	0	0	0	0
ENSMUSG00000108548	0	0	279	0	0	0
ENSMUSG00000108551	0	0	0	0	4	0
ENSMUSG00000108568	0	2	0	0	0	0
ENSMUSG00000108573	0	0	16	0	0	0
ENSMUSG00000108591	9	0	1	0	0	0
ENSMUSG00000108596	0	0	996	409	0	0
ENSMUSG00000108609	0	0	0	1	0	0
ENSMUSG00000108615	0	0	1	0	0	0
ENSMUSG00000108616	0	9	0	0	1	2
ENSMUSG00000108621	2	103	822	238	530	945
ENSMUSG00000108635	0	0	0	0	6	0
ENSMUSG00000108638	0	0	4	0	101	0
ENSMUSG00000108640	0	0	51	0	0	0
ENSMUSG00000108660	0	0	0	0	237	0
ENSMUSG00000108671	0	0	1	0	0	0
ENSMUSG00000108686	0	0	0	1	0	0
ENSMUSG00000108702	404	4	2	0	0	0
ENSMUSG00000108705	0	0	1	0	0	0
ENSMUSG00000108714	0	0	0	147	0	0
ENSMUSG00000108720	0	0	0	0	15	0
ENSMUSG00000108724	0	0	20	0	0	0
ENSMUSG00000108732	0	0	62	0	0	0
ENSMUSG00000108738	0	0	3	0	0	0
ENSMUSG00000108749	0	0	10	0	0	0
ENSMUSG00000108756	0	0	0	0	0	1
ENSMUSG00000108772	0	0	7	0	0	0
ENSMUSG00000108778	0	0	180	0	0	0
ENSMUSG00000108799	0	0	40	0	274	0
ENSMUSG00000108806	100	0	1	0	0	0
ENSMUSG00000108823	1	0	12	19	0	0
ENSMUSG00000108843	0	0	1	0	0	0
ENSMUSG00000108852	0	0	0	0	1	0
ENSMUSG00000108854	0	0	1	0	0	0
ENSMUSG00000108873	0	0	0	0	1	0
ENSMUSG00000108875	0	0	14	1	0	0
ENSMUSG00000108878	0	0	0	0	38	0
ENSMUSG00000108880	12	0	0	0	0	0
ENSMUSG00000108883	0	0	75	0	2	0
ENSMUSG00000108892	0	0	20	66	0	0
ENSMUSG00000108932	0	0	157	0	0	0
ENSMUSG00000108933	1	0	1	0	0	0
ENSMUSG00000108943	0	0	0	0	3	0
ENSMUSG00000108944	0	0	1	0	0	0
ENSMUSG00000108950	0	0	0	894	0	0
ENSMUSG00000108953	0	0	113	0	0	0
ENSMUSG00000108958	0	0	6	0	0	0
ENSMUSG00000108977	0	0	264	0	0	0
ENSMUSG00000109005	0	0	33	508	0	0
ENSMUSG00000109007	0	0	246	0	0	0
ENSMUSG00000109021	0	0	0	31	0	0
ENSMUSG00000109022	0	0	3	0	0	0
ENSMUSG00000109028	0	0	17	0	0	0
ENSMUSG00000109031	0	89	107	0	0	0
ENSMUSG00000109040	145	0	0	0	0	0
ENSMUSG00000109045	21	0	0	0	1	0
ENSMUSG00000109059	0	0	2	1	0	0
ENSMUSG00000109082	0	0	0	0	0	0
ENSMUSG00000109095	0	0	0	0	0	0
ENSMUSG00000109103	0	0	1	0	0	0
ENSMUSG00000109118	36	0	0	0	0	0
ENSMUSG00000109121	0	0	363	0	0	0
ENSMUSG00000109125	0	0	0	0	0	0
ENSMUSG00000109139	3	0	0	0	0	0
ENSMUSG00000109154	0	0	24	0	0	0
ENSMUSG00000109157	0	0	120	0	0	0
ENSMUSG00000109162	2	0	0	0	0	0
ENSMUSG00000109172	0	0	2	0	0	0
ENSMUSG00000109173	0	0	2	0	0	0
ENSMUSG00000109178	0	0	277	0	0	0
ENSMUSG00000109181	0	0	0	0	0	20
ENSMUSG00000109198	0	12	175	0	0	0
ENSMUSG00000109206	322	0	0	0	0	0
ENSMUSG00000109222	0	51	136	0	58	175
ENSMUSG00000109243	0	0	40	0	0	0
ENSMUSG00000109253	0	0	99	0	0	0
ENSMUSG00000109272	0	0	17	0	0	0
ENSMUSG00000109279	269	0	363	0	32	7
ENSMUSG00000109286	0	0	76	0	0	0
ENSMUSG00000109290	0	0	47	0	0	0
ENSMUSG00000109295	0	0	4	0	0	0
ENSMUSG00000109320	0	14	0	0	0	0
ENSMUSG00000109321	0	59	70	0	115	0
ENSMUSG00000109324	0	0	717	0	0	0
ENSMUSG00000109326	0	0	6	0	0	0
ENSMUSG00000109336	0	731	2132	0	1928	1835
ENSMUSG00000109342	0	0	69	0	0	0
ENSMUSG00000109363	0	12	0	0	0	0
ENSMUSG00000109378	0	0	0	0	70	0
ENSMUSG00000109379	0	0	358	0	0	0
ENSMUSG00000109383	0	0	357	0	18	0
ENSMUSG00000109385	0	9	0	0	0	0
ENSMUSG00000109394	2	55	271	0	0	520
ENSMUSG00000109408	0	0	0	139	0	0
ENSMUSG00000109427	0	7	0	0	0	0
ENSMUSG00000109429	9	0	545	0	0	5
ENSMUSG00000109438	79	0	0	0	0	0
ENSMUSG00000109465	0	0	33	0	0	0
ENSMUSG00000109472	1	0	0	0	0	0
ENSMUSG00000109476	0	0	10	0	0	0
ENSMUSG00000109489	0	0	3	0	0	0
ENSMUSG00000109495	0	0	1	0	0	0
ENSMUSG00000109498	0	53	32	0	0	0
ENSMUSG00000109509	0	8	22	1	0	0
ENSMUSG00000109511	0	49	0	0	0	133
ENSMUSG00000109523	0	0	0	0	301	0
ENSMUSG00000109536	73	0	291	525	820	0
ENSMUSG00000109539	0	0	3	486	0	0
ENSMUSG00000109568	46	0	0	0	0	0
ENSMUSG00000109570	0	3	0	0	0	0
ENSMUSG00000109574	0	0	0	0	0	19
ENSMUSG00000109575	0	39	0	0	0	0
ENSMUSG00000109584	60	0	0	0	0	0
ENSMUSG00000109598	0	0	185	0	0	0
ENSMUSG00000109606	0	0	0	0	97	0
ENSMUSG00000109609	0	0	0	0	4	4
ENSMUSG00000109610	2	157	21	3	0	0
ENSMUSG00000109623	0	0	56	0	0	0
ENSMUSG00000109625	0	21	0	0	0	0
ENSMUSG00000109640	0	0	0	0	2	0
ENSMUSG00000109645	12	0	0	0	0	0
ENSMUSG00000109652	0	0	713	0	0	0
ENSMUSG00000109656	0	25	159	0	0	0
ENSMUSG00000109679	0	0	3	0	0	0
ENSMUSG00000109715	0	0	0	0	0	0
ENSMUSG00000109759	0	73	0	0	0	37
ENSMUSG00000109776	0	62	0	0	0	0
ENSMUSG00000109783	0	0	87	0	0	0
ENSMUSG00000109807	0	0	2	0	0	0
ENSMUSG00000109814	0	0	0	0	0	0
ENSMUSG00000109822	0	0	1	0	0	0
ENSMUSG00000109823	0	0	14	0	0	0
ENSMUSG00000109829	0	104	0	0	0	0
ENSMUSG00000109863	0	0	12	0	0	0
ENSMUSG00000109864	0	94	0	0	0	0
ENSMUSG00000109865	0	0	471	0	0	0
ENSMUSG00000109866	12	0	0	0	0	0
ENSMUSG00000109868	0	0	152	0	0	0
ENSMUSG00000109873	0	0	1	0	0	0
ENSMUSG00000109874	0	0	102	0	0	0
ENSMUSG00000109894	0	16	0	7	0	3
ENSMUSG00000109899	0	0	2	0	0	0
ENSMUSG00000109901	26	9	279	30	157	0
ENSMUSG00000109904	4	0	0	0	0	0
ENSMUSG00000109925	0	18	0	0	0	27
ENSMUSG00000109926	0	0	1	0	0	0
ENSMUSG00000109933	0	18	3	2	0	422
ENSMUSG00000109941	0	0	0	0	89	0
ENSMUSG00000109963	0	0	13	0	0	0
ENSMUSG00000110043	0	0	139	0	0	0
ENSMUSG00000110057	0	2	2	0	16	1
ENSMUSG00000110068	0	0	12	0	0	0
ENSMUSG00000110079	0	0	5	0	0	0
ENSMUSG00000110084	0	16	0	0	0	37
ENSMUSG00000110086	0	0	0	0	0	5
ENSMUSG00000110124	0	0	2	0	0	0
ENSMUSG00000110126	0	0	101	0	12	0
ENSMUSG00000110127	5	0	0	0	0	0
ENSMUSG00000110138	0	0	0	0	0	0
ENSMUSG00000110142	1	0	18	1	0	0
ENSMUSG00000110156	0	0	117	0	0	0
ENSMUSG00000110185	0	81	0	0	46	30
ENSMUSG00000110194	0	0	0	0	3	0
ENSMUSG00000110195	0	0	212	0	0	21
ENSMUSG00000110197	0	0	0	0	0	20
ENSMUSG00000110206	0	0	416	0	0	0
ENSMUSG00000110239	0	0	1	0	0	0
ENSMUSG00000110241	0	0	13	0	0	0
ENSMUSG00000110246	0	0	246	0	0	2
ENSMUSG00000110256	0	0	0	0	15	13
ENSMUSG00000110275	0	2	81	3	1	0
ENSMUSG00000110277	0	0	0	0	297	0
ENSMUSG00000110299	0	0	0	18	0	0
ENSMUSG00000110331	0	0	1	6	0	0
ENSMUSG00000110348	0	0	0	0	3	0
ENSMUSG00000110350	0	0	0	0	55	198
ENSMUSG00000110357	0	0	167	0	0	0
ENSMUSG00000110360	0	0	22	0	0	0
ENSMUSG00000110361	170	0	0	0	0	0
ENSMUSG00000110367	0	0	324	0	0	0
ENSMUSG00000110371	0	0	1	0	0	5
ENSMUSG00000110395	0	0	0	0	3	0
ENSMUSG00000110403	0	0	6	0	0	0
ENSMUSG00000110414	0	7	0	0	0	0
ENSMUSG00000110424	126	0	0	0	0	0
ENSMUSG00000110434	0	0	3	0	0	0
ENSMUSG00000110444	0	0	46	0	0	0
ENSMUSG00000110446	0	0	1	0	0	0
ENSMUSG00000110458	0	0	0	0	1	0
ENSMUSG00000110469	0	2	0	0	0	0
ENSMUSG00000110517	2	0	0	0	0	0
ENSMUSG00000110528	0	0	0	0	1	0
ENSMUSG00000110531	0	0	2	0	0	0
ENSMUSG00000110532	0	1	0	0	1	0
ENSMUSG00000110537	0	0	0	0	5	0
ENSMUSG00000110540	0	0	0	0	0	3
ENSMUSG00000110545	0	0	153	0	0	0
ENSMUSG00000110546	0	4	8	1	0	0
ENSMUSG00000110556	0	0	0	0	23	0
ENSMUSG00000110558	0	0	87	1	0	0
ENSMUSG00000110569	0	0	0	1	0	0
ENSMUSG00000110574	0	0	219	0	0	0
ENSMUSG00000110575	0	23	0	0	0	0
ENSMUSG00000110580	0	0	141	0	0	0
ENSMUSG00000110588	0	0	147	0	0	0
ENSMUSG00000110589	0	0	173	0	0	0
ENSMUSG00000110593	0	30	51	0	0	0
ENSMUSG00000110598	0	0	12	0	0	0
ENSMUSG00000110604	0	0	149	0	0	0
ENSMUSG00000110605	0	0	0	0	198	0
ENSMUSG00000110617	0	2	12	0	0	0
ENSMUSG00000110621	0	0	45	0	0	0
ENSMUSG00000110631	26	95	120	477	0	685
ENSMUSG00000110637	0	0	89	0	0	0
ENSMUSG00000110644	0	86	199	51	0	164
ENSMUSG00000110648	3	0	4	0	0	0
ENSMUSG00000110669	0	0	112	0	0	65
ENSMUSG00000110679	1	159	34	0	10	65
ENSMUSG00000110686	2	2	13	0	1	0
ENSMUSG00000110702	1012	459	1000	5	869	0
ENSMUSG00000110710	0	0	2	0	0	0
ENSMUSG00000110715	0	0	31	0	0	0
ENSMUSG00000110744	0	0	67	0	0	0
ENSMUSG00000110768	91	3	1	0	0	0
ENSMUSG00000110772	0	0	79	0	0	0
ENSMUSG00000110779	0	0	4	2	0	0
ENSMUSG00000110799	0	0	0	0	0	1
ENSMUSG00000110816	0	0	0	0	10	0
ENSMUSG00000110827	0	0	1	0	0	0
ENSMUSG00000110830	0	77	0	0	0	0
ENSMUSG00000110834	0	0	426	0	678	0
ENSMUSG00000110841	12	28	179	0	220	58
ENSMUSG00000110869	0	0	0	0	2	0
ENSMUSG00000110887	1	0	1	0	0	0
ENSMUSG00000110895	0	2	105	325	0	0
ENSMUSG00000110899	0	0	0	349	0	0
ENSMUSG00000110914	0	0	2	0	0	0
ENSMUSG00000110926	0	0	3	0	0	0
ENSMUSG00000110945	0	0	0	0	72	0
ENSMUSG00000110949	0	0	0	0	12	0
ENSMUSG00000110960	0	0	84	0	0	52
ENSMUSG00000110996	0	0	194	0	0	0
ENSMUSG00000111000	0	0	0	0	1	0
ENSMUSG00000111005	0	0	1	0	0	0
ENSMUSG00000111027	0	0	1	0	0	0
ENSMUSG00000111028	26	44	380	0	1	60
ENSMUSG00000111080	0	327	241	0	0	416
ENSMUSG00000111081	0	0	14	0	0	0
ENSMUSG00000111083	0	0	0	2	0	8
ENSMUSG00000111092	0	0	68	0	0	0
ENSMUSG00000111128	0	0	0	0	165	0
ENSMUSG00000111131	5	0	0	0	0	0
ENSMUSG00000111133	0	0	0	120	0	424
ENSMUSG00000111155	0	24	0	0	0	0
ENSMUSG00000111160	0	0	121	0	0	0
ENSMUSG00000111180	0	0	270	0	0	0
ENSMUSG00000111197	121	2	4	12	0	0
ENSMUSG00000111202	0	0	0	1	1	0
ENSMUSG00000111212	15	20	350	0	0	0
ENSMUSG00000111219	0	94	0	0	0	0
ENSMUSG00000111229	0	0	8	0	0	0
ENSMUSG00000111264	0	0	296	0	0	0
ENSMUSG00000111312	1	0	0	0	0	5
ENSMUSG00000111329	11	0	0	0	0	0
ENSMUSG00000111356	0	12	166	0	122	94
ENSMUSG00000111361	240	0	0	0	0	0
ENSMUSG00000111375	437	341	1675	348	150	12
ENSMUSG00000111390	0	78	0	472	0	0
ENSMUSG00000111394	1	0	614	0	48	50
ENSMUSG00000111428	0	0	3	0	0	0
ENSMUSG00000111436	2	0	2	0	0	0
ENSMUSG00000111447	0	0	133	0	0	0
ENSMUSG00000111485	0	0	1	0	0	0
ENSMUSG00000111496	0	15	15	131	0	0
ENSMUSG00000111497	0	153	241	161	35	134
ENSMUSG00000111521	1	0	0	1	0	1
ENSMUSG00000111551	0	0	1	0	0	0
ENSMUSG00000111583	0	0	1	0	0	0
ENSMUSG00000111593	0	0	711	0	0	0
ENSMUSG00000111661	0	0	1	0	0	0
ENSMUSG00000111662	0	0	1	0	0	0
ENSMUSG00000111671	0	1	0	0	2	0
ENSMUSG00000111681	0	0	4	0	0	0
ENSMUSG00000111686	3	262	132	0	5	209
ENSMUSG00000111696	1	0	0	0	0	0
ENSMUSG00000111740	0	0	0	0	19	0
ENSMUSG00000111797	4	0	0	0	0	0
ENSMUSG00000111817	0	148	0	0	0	0
ENSMUSG00000111824	0	0	6	8	0	0
ENSMUSG00000111837	0	0	4	0	0	9
ENSMUSG00000111856	0	0	0	0	225	0
ENSMUSG00000111870	0	0	1	0	0	0
ENSMUSG00000111875	0	0	3	0	0	0
ENSMUSG00000111877	103	0	3	179	1	13
ENSMUSG00000111904	0	0	0	0	0	0
ENSMUSG00000111928	0	0	45	0	2	0
ENSMUSG00000111932	0	0	2	0	0	0
ENSMUSG00000111941	0	0	104	0	0	0
ENSMUSG00000111942	259	180	1283	6	489	577
ENSMUSG00000111947	0	0	67	0	0	23
ENSMUSG00000111960	0	0	0	0	0	2
ENSMUSG00000111964	51	4	243	0	108	69
ENSMUSG00000111966	0	0	0	0	0	30
ENSMUSG00000112023	0	0	8	0	0	0
ENSMUSG00000112027	11	10	0	0	13	0
ENSMUSG00000112036	0	0	2	0	0	0
ENSMUSG00000112075	0	28	0	0	0	0
ENSMUSG00000112096	0	0	9	0	0	0
ENSMUSG00000112103	0	0	0	441	0	0
ENSMUSG00000112112	0	0	29	0	0	0
ENSMUSG00000112117	0	173	640	0	0	0
ENSMUSG00000112123	0	0	2	0	0	0
ENSMUSG00000112132	36	0	0	0	0	0
ENSMUSG00000112135	88	6	57	0	18	0
ENSMUSG00000112141	0	0	12	0	0	11
ENSMUSG00000112142	0	52	0	0	0	0
ENSMUSG00000112163	0	44	0	0	0	0
ENSMUSG00000112186	0	0	0	0	0	0
ENSMUSG00000112203	0	0	0	0	3	0
ENSMUSG00000112216	7	9	2	0	21	0
ENSMUSG00000112220	0	0	2	0	0	0
ENSMUSG00000112239	0	2	1	0	0	0
ENSMUSG00000112243	17	0	0	0	0	0
ENSMUSG00000112252	1	9	44	0	16	5
ENSMUSG00000112254	0	0	2	0	0	0
ENSMUSG00000112276	26	0	0	0	0	0
ENSMUSG00000112295	0	81	0	0	0	0
