Gene	c-io-1-LHL10698_L4	c-io-2-LHL10702_L4	c-io-3-LHL10704_L4	t-io-1-LHL10699_L4	t-io-2-LHL10703_L4	t-io-3-LHL10705_L4
ENSMUSG00000112298	2	0	1	0	0	0
ENSMUSG00000112307	0	0	15	0	0	0
ENSMUSG00000112311	0	0	2	0	0	0
ENSMUSG00000112340	0	1	0	0	0	0
ENSMUSG00000112349	0	0	2	0	0	0
ENSMUSG00000112358	2	184	0	0	0	0
ENSMUSG00000112367	0	0	10	0	2	368
ENSMUSG00000112375	0	23	0	0	0	0
ENSMUSG00000112388	0	0	0	0	0	2
ENSMUSG00000112390	0	0	0	0	90	0
ENSMUSG00000112419	9	1	0	0	17	0
ENSMUSG00000112438	0	0	1	0	0	0
ENSMUSG00000112449	334	50	1013	144	41	268
ENSMUSG00000112474	0	0	14	1	1	0
ENSMUSG00000112478	0	2	0	0	0	0
ENSMUSG00000112483	0	0	16	0	0	0
ENSMUSG00000112495	10	10	0	0	16	0
ENSMUSG00000112497	0	0	1	0	0	0
ENSMUSG00000112511	0	0	0	0	0	3
ENSMUSG00000112515	0	48	13	0	2	0
ENSMUSG00000112522	1	1	0	0	0	0
ENSMUSG00000112542	0	0	0	0	1	0
ENSMUSG00000112548	0	0	22	0	0	0
ENSMUSG00000112550	0	5	161	1	0	4
ENSMUSG00000112556	0	0	0	0	2	0
ENSMUSG00000112557	0	3	0	0	0	0
ENSMUSG00000112558	0	0	262	0	0	76
ENSMUSG00000112567	0	0	1	0	0	0
ENSMUSG00000112568	0	0	2	0	0	0
ENSMUSG00000112576	0	0	74	0	0	0
ENSMUSG00000112592	0	0	237	0	0	0
ENSMUSG00000112601	80	0	903	2	0	0
ENSMUSG00000112605	0	0	1	0	0	1
ENSMUSG00000112607	0	0	179	0	0	0
ENSMUSG00000112614	498	6	397	0	18	5
ENSMUSG00000112621	0	0	2	0	0	0
ENSMUSG00000112622	2	0	2	0	0	0
ENSMUSG00000112637	2	0	8	0	0	0
ENSMUSG00000112640	0	0	0	0	0	18
ENSMUSG00000112666	0	0	0	0	27	0
ENSMUSG00000112667	0	0	0	0	0	1
ENSMUSG00000112673	0	1	1	0	0	2
ENSMUSG00000112680	0	0	0	0	118	0
ENSMUSG00000112681	22	0	0	0	0	0
ENSMUSG00000112689	0	0	1	0	0	0
ENSMUSG00000112693	0	0	3	0	0	0
ENSMUSG00000112700	0	0	207	0	0	0
ENSMUSG00000112714	0	0	7	0	0	0
ENSMUSG00000112734	0	35	0	0	0	0
ENSMUSG00000112743	0	0	0	0	74	0
ENSMUSG00000112757	0	0	2	0	0	0
ENSMUSG00000112781	11	1	0	0	16	0
ENSMUSG00000112790	0	0	4	0	0	0
ENSMUSG00000112808	0	0	14	0	0	4
ENSMUSG00000112810	140	0	0	0	0	0
ENSMUSG00000112814	11	2	0	0	16	0
ENSMUSG00000112822	0	0	2	0	0	0
ENSMUSG00000112823	0	0	33	0	0	16
ENSMUSG00000112825	3	142	439	0	25	23
ENSMUSG00000112829	0	0	2	81	2	0
ENSMUSG00000112843	0	0	1	0	0	0
ENSMUSG00000112847	0	0	313	0	0	0
ENSMUSG00000112860	0	5	0	0	0	0
ENSMUSG00000112866	0	97	0	0	0	0
ENSMUSG00000112900	0	0	2	0	0	0
ENSMUSG00000112905	0	12	0	0	0	0
ENSMUSG00000112908	4	5	39	21	2	0
ENSMUSG00000112909	0	0	77	0	0	0
ENSMUSG00000112914	0	0	1197	0	0	0
ENSMUSG00000112919	9	10	0	0	19	0
ENSMUSG00000112922	0	89	240	0	0	0
ENSMUSG00000112925	0	0	4	0	0	0
ENSMUSG00000112926	0	0	3	1	0	1
ENSMUSG00000112947	0	0	0	0	3	0
ENSMUSG00000112955	0	0	0	21	0	0
ENSMUSG00000112964	0	110	413	0	0	0
ENSMUSG00000112976	0	0	16	0	0	0
ENSMUSG00000112990	0	0	209	0	0	0
ENSMUSG00000113003	0	0	18	0	0	0
ENSMUSG00000113014	2	0	36	3	0	0
ENSMUSG00000113015	0	4	2	0	0	0
ENSMUSG00000113019	0	0	260	0	0	0
ENSMUSG00000113031	0	0	16	0	0	0
ENSMUSG00000113032	0	3	0	0	0	0
ENSMUSG00000113041	0	0	5	0	0	0
ENSMUSG00000113055	0	0	126	0	0	0
ENSMUSG00000113061	41	0	19	49	38	6
ENSMUSG00000113065	0	0	0	0	0	0
ENSMUSG00000113071	0	0	18	0	0	0
ENSMUSG00000113072	1	0	4	0	0	0
ENSMUSG00000113076	0	0	18	0	0	0
ENSMUSG00000113096	0	0	205	0	0	0
ENSMUSG00000113113	1	45	152	0	117	32
ENSMUSG00000113119	31	0	0	0	0	0
ENSMUSG00000113132	0	0	1	0	0	0
ENSMUSG00000113140	0	89	0	0	0	0
ENSMUSG00000113159	0	0	1	0	0	0
ENSMUSG00000113161	0	0	0	2	0	0
ENSMUSG00000113168	0	1	0	0	0	0
ENSMUSG00000113170	0	0	1	0	0	0
ENSMUSG00000113183	0	0	40	0	5	0
ENSMUSG00000113188	0	0	53	0	0	0
ENSMUSG00000113192	0	0	171	0	25	0
ENSMUSG00000113195	0	0	444	0	0	0
ENSMUSG00000113196	0	0	85	0	0	0
ENSMUSG00000113198	0	6	3	119	20	1
ENSMUSG00000113203	0	0	5	0	0	0
ENSMUSG00000113204	100	0	62	0	0	0
ENSMUSG00000113207	0	2	0	0	0	0
ENSMUSG00000113216	0	17	890	0	6	0
ENSMUSG00000113222	0	0	0	0	0	0
ENSMUSG00000113226	0	0	2	0	0	0
ENSMUSG00000113237	0	0	2	0	0	0
ENSMUSG00000113242	0	0	2	0	0	0
ENSMUSG00000113247	0	4	0	0	0	0
ENSMUSG00000113250	0	0	158	5	0	0
ENSMUSG00000113255	22	0	3	0	0	0
ENSMUSG00000113258	0	4	144	143	5	0
ENSMUSG00000113263	1	0	52	0	0	0
ENSMUSG00000113275	1	23	148	0	54	2
ENSMUSG00000113288	11	0	0	0	0	0
ENSMUSG00000113311	0	0	13	0	9	3
ENSMUSG00000113322	0	0	0	0	0	4
ENSMUSG00000113328	0	0	0	0	0	0
ENSMUSG00000113337	0	1	0	1	0	1
ENSMUSG00000113361	0	0	0	0	0	80
ENSMUSG00000113368	0	0	11	0	0	0
ENSMUSG00000113378	0	0	0	0	0	0
ENSMUSG00000113389	2	6	9	2	2	4
ENSMUSG00000113392	0	0	0	0	0	0
ENSMUSG00000113395	1	0	0	0	0	0
ENSMUSG00000113403	0	0	1	0	0	0
ENSMUSG00000113428	72	3	12	0	14	1
ENSMUSG00000113432	0	37	125	0	0	0
ENSMUSG00000113441	0	0	0	0	0	2
ENSMUSG00000113476	0	35	0	0	0	0
ENSMUSG00000113488	22	2	0	0	0	0
ENSMUSG00000113491	0	0	0	2	1	1
ENSMUSG00000113504	1	0	10	0	0	0
ENSMUSG00000113510	0	0	0	0	0	2
ENSMUSG00000113511	0	0	0	0	0	36
ENSMUSG00000113512	0	0	0	0	8	0
ENSMUSG00000113521	0	0	90	0	4	0
ENSMUSG00000113529	0	0	255	0	81	0
ENSMUSG00000113552	0	0	4	0	0	0
ENSMUSG00000113555	0	2	24	1	2	0
ENSMUSG00000113557	0	0	0	18	0	0
ENSMUSG00000113558	0	157	0	0	0	0
ENSMUSG00000113565	0	2	0	0	0	0
ENSMUSG00000113591	110	0	204	0	0	0
ENSMUSG00000113600	0	0	1	0	0	0
ENSMUSG00000113603	0	94	0	0	0	0
ENSMUSG00000113606	0	0	17	0	0	1
ENSMUSG00000113622	0	1	0	0	0	0
ENSMUSG00000113625	0	0	10	0	3	51
ENSMUSG00000113634	3	0	0	0	0	0
ENSMUSG00000113636	0	0	283	0	0	0
ENSMUSG00000113637	2	0	2	0	0	2
ENSMUSG00000113647	0	0	77	0	0	0
ENSMUSG00000113650	0	0	0	31	0	0
ENSMUSG00000113662	0	0	30	0	0	0
ENSMUSG00000113680	0	0	58	0	0	0
ENSMUSG00000113690	2	0	0	0	0	0
ENSMUSG00000113722	16	0	4	0	0	0
ENSMUSG00000113728	0	0	170	0	0	0
ENSMUSG00000113747	2	0	1	0	0	0
ENSMUSG00000113749	0	2	25	0	0	0
ENSMUSG00000113775	0	15	88	0	0	2
ENSMUSG00000113776	0	0	185	0	0	0
ENSMUSG00000113811	0	0	0	0	0	542
ENSMUSG00000113831	0	2	0	0	102	0
ENSMUSG00000113836	0	0	34	0	0	0
ENSMUSG00000113842	0	273	0	0	0	0
ENSMUSG00000113852	0	107	0	0	4	0
ENSMUSG00000113859	0	0	2	0	0	0
ENSMUSG00000113861	0	0	2	0	0	17
ENSMUSG00000113862	0	0	1	0	0	0
ENSMUSG00000113880	0	0	0	0	0	19
ENSMUSG00000113898	0	0	20	0	0	0
ENSMUSG00000113902	183	61	0	127	0	0
ENSMUSG00000113905	0	0	2	0	0	0
ENSMUSG00000113931	0	44	0	1	0	0
ENSMUSG00000113936	8	0	0	318	0	5
ENSMUSG00000113948	232	22	1113	345	593	41
ENSMUSG00000113949	0	0	0	0	18	0
ENSMUSG00000113963	0	0	10	0	0	0
ENSMUSG00000113977	0	0	4	0	0	0
ENSMUSG00000113980	0	0	1	0	0	0
ENSMUSG00000113981	0	0	1	0	0	0
ENSMUSG00000113993	0	0	226	0	0	0
ENSMUSG00000114003	0	162	47	0	124	76
ENSMUSG00000114016	0	0	27	0	0	0
ENSMUSG00000114019	0	0	1	0	0	403
ENSMUSG00000114036	78	0	929	7	164	94
ENSMUSG00000114048	0	0	22	0	0	300
ENSMUSG00000114061	0	0	238	0	0	0
ENSMUSG00000114081	0	0	101	135	0	0
ENSMUSG00000114102	0	94	331	0	142	84
ENSMUSG00000114103	0	0	1	0	0	0
ENSMUSG00000114110	0	1	7	0	8	0
ENSMUSG00000114123	0	0	0	0	1	0
ENSMUSG00000114129	0	0	1	0	0	0
ENSMUSG00000114133	0	54	12	307	2	0
ENSMUSG00000114135	0	1	0	0	0	3
ENSMUSG00000114138	0	0	378	0	203	0
ENSMUSG00000114147	0	0	0	0	2	0
ENSMUSG00000114152	0	8	0	0	0	0
ENSMUSG00000114153	0	0	0	0	0	0
ENSMUSG00000114157	0	0	75	0	0	0
ENSMUSG00000114177	0	0	132	0	0	0
ENSMUSG00000114184	0	0	33	1	0	3
ENSMUSG00000114193	0	213	0	0	40	865
ENSMUSG00000114202	0	0	0	0	1	0
ENSMUSG00000114203	1	0	0	0	0	0
ENSMUSG00000114217	4	0	0	0	0	0
ENSMUSG00000114229	0	0	6	0	0	0
ENSMUSG00000114232	0	0	0	0	0	13
ENSMUSG00000114243	0	0	0	0	67	0
ENSMUSG00000114251	0	2	20	256	74	0
ENSMUSG00000114277	18	7	5	1	24	0
ENSMUSG00000114278	103	1	0	0	0	0
ENSMUSG00000114279	0	0	9	0	0	0
ENSMUSG00000114293	1	0	0	0	48	0
ENSMUSG00000114310	0	29	0	575	0	0
ENSMUSG00000114349	0	8	2	0	0	0
ENSMUSG00000114366	0	0	13	0	0	0
ENSMUSG00000114375	0	9	13	0	0	0
ENSMUSG00000114384	0	0	146	0	0	0
ENSMUSG00000114431	0	0	0	0	285	0
ENSMUSG00000114443	0	0	24	0	0	0
ENSMUSG00000114456	1	0	0	0	0	0
ENSMUSG00000114462	0	0	81	0	0	0
ENSMUSG00000114467	0	0	0	0	0	2
ENSMUSG00000114488	0	0	0	0	1	0
ENSMUSG00000114492	0	0	57	0	0	0
ENSMUSG00000114493	0	0	174	0	0	0
ENSMUSG00000114506	0	0	2	0	0	0
ENSMUSG00000114507	0	50	0	0	0	0
ENSMUSG00000114515	0	0	614	1401	426	0
ENSMUSG00000114529	0	0	0	0	0	0
ENSMUSG00000114540	2	2	4	0	1	0
ENSMUSG00000114547	1	20	300	92	26	34
ENSMUSG00000114551	0	0	5	10	3	7
ENSMUSG00000114555	0	0	17	0	0	0
ENSMUSG00000114561	0	0	2	0	0	0
ENSMUSG00000114571	0	0	9	0	0	0
ENSMUSG00000114575	0	0	88	0	0	0
ENSMUSG00000114579	0	31	33	0	32	1
ENSMUSG00000114584	0	38	0	0	0	0
ENSMUSG00000114612	0	0	19	4	0	0
ENSMUSG00000114617	0	62	191	0	0	0
ENSMUSG00000114630	0	0	0	0	0	0
ENSMUSG00000114642	0	0	0	0	0	0
ENSMUSG00000114687	0	0	2	0	0	0
ENSMUSG00000114707	0	0	206	0	0	0
ENSMUSG00000114709	0	0	25	0	0	0
ENSMUSG00000114715	0	136	0	0	0	0
ENSMUSG00000114733	0	0	1	0	0	1
ENSMUSG00000114738	0	1	3	0	0	0
ENSMUSG00000114751	0	0	2	0	0	0
ENSMUSG00000114759	0	99	410	0	1	0
ENSMUSG00000114780	0	0	0	0	0	304
ENSMUSG00000114784	0	0	32	0	0	0
ENSMUSG00000114797	0	104	1233	32	26	0
ENSMUSG00000114827	1	0	0	0	0	0
ENSMUSG00000114829	0	2	0	0	0	0
ENSMUSG00000114835	0	0	2	0	0	0
ENSMUSG00000114924	0	0	0	0	87	0
ENSMUSG00000114931	0	0	1	1	0	0
ENSMUSG00000114940	0	9	523	0	0	0
ENSMUSG00000114951	0	7	42	0	0	0
ENSMUSG00000114970	47	0	3	0	0	0
ENSMUSG00000114993	2	0	38	1	1	2
ENSMUSG00000114995	0	24	0	0	0	32
ENSMUSG00000114999	0	0	0	0	12	0
ENSMUSG00000115008	0	0	0	0	3	0
ENSMUSG00000115018	110	0	8	0	0	0
ENSMUSG00000115023	0	0	248	0	0	0
ENSMUSG00000115031	1	0	0	0	0	0
ENSMUSG00000115085	0	0	17	0	0	0
ENSMUSG00000115086	0	0	1	0	0	0
ENSMUSG00000115095	0	0	849	0	0	0
ENSMUSG00000115130	0	0	0	9	0	0
ENSMUSG00000115160	0	0	1	0	0	0
ENSMUSG00000115161	0	0	2	0	0	0
ENSMUSG00000115164	0	0	173	0	0	0
ENSMUSG00000115188	0	0	2	0	0	0
ENSMUSG00000115194	0	0	2	0	0	2
ENSMUSG00000115205	1	0	25	0	0	0
ENSMUSG00000115210	0	0	309	467	0	0
ENSMUSG00000115228	20	0	0	0	0	0
ENSMUSG00000115247	2	0	0	0	0	0
ENSMUSG00000115248	0	1	0	0	0	0
ENSMUSG00000115267	0	0	158	0	0	0
ENSMUSG00000115280	0	2	200	129	0	0
ENSMUSG00000115302	0	0	1199	1047	0	0
ENSMUSG00000115306	0	0	651	0	0	0
ENSMUSG00000115317	24	0	0	0	0	0
ENSMUSG00000115338	0	52	637	0	0	0
ENSMUSG00000115381	0	10	0	0	0	0
ENSMUSG00000115410	0	0	0	0	93	0
ENSMUSG00000115420	1	660	2131	121	643	191
ENSMUSG00000115422	0	158	169	0	237	0
ENSMUSG00000115447	0	2	0	0	0	0
ENSMUSG00000115448	8	3	22	0	5	5
ENSMUSG00000115457	0	1	289	0	0	0
ENSMUSG00000115463	0	0	8	7	0	0
ENSMUSG00000115469	0	2	0	0	0	0
ENSMUSG00000115471	366	549	1343	0	121	0
ENSMUSG00000115484	0	0	160	0	0	0
ENSMUSG00000115503	0	0	0	0	2	0
ENSMUSG00000115505	60	2	2	0	0	0
ENSMUSG00000115516	0	0	0	0	0	1
ENSMUSG00000115528	0	0	2	0	0	0
ENSMUSG00000115529	0	970	1357	0	60	1156
ENSMUSG00000115543	0	0	0	0	2	0
ENSMUSG00000115546	0	0	0	2	259	0
ENSMUSG00000115555	0	0	2	0	0	0
ENSMUSG00000115584	37	1	61	335	0	0
ENSMUSG00000115593	1	2	3	1	0	0
ENSMUSG00000115602	0	23	3	11	0	0
ENSMUSG00000115624	0	2	0	194	0	0
ENSMUSG00000115637	0	0	0	0	0	92
ENSMUSG00000115662	2	2	19	15	1	14
ENSMUSG00000115684	0	0	0	3	0	0
ENSMUSG00000115686	0	0	0	0	0	0
ENSMUSG00000115692	0	0	157	0	0	0
ENSMUSG00000115700	0	0	1	0	0	0
ENSMUSG00000115717	0	0	1	0	0	0
ENSMUSG00000115718	0	92	2	0	1	0
ENSMUSG00000115725	11	0	0	0	0	0
ENSMUSG00000115726	0	0	100	0	0	0
ENSMUSG00000115727	0	0	518	0	0	0
ENSMUSG00000115737	0	0	50	0	0	0
ENSMUSG00000115742	206	3	0	0	0	0
ENSMUSG00000115743	0	0	21	0	0	0
ENSMUSG00000115767	0	0	32	0	0	2
ENSMUSG00000115783	2	3	2	5	9	4
ENSMUSG00000115798	0	0	1	0	0	0
ENSMUSG00000115801	0	0	0	0	0	4
ENSMUSG00000115802	3	0	0	0	0	0
ENSMUSG00000115812	0	0	0	7	0	0
ENSMUSG00000115815	0	0	3	0	0	0
ENSMUSG00000115852	4	0	17	0	0	7
ENSMUSG00000115868	539	2	0	0	0	0
ENSMUSG00000115918	0	31	0	0	0	0
ENSMUSG00000115938	0	0	2	3	0	6
ENSMUSG00000115969	25	0	0	0	0	0
ENSMUSG00000115987	0	0	390	0	0	2
ENSMUSG00000116075	0	0	5	0	0	0
ENSMUSG00000116083	0	5	8	12	7	38
ENSMUSG00000116089	0	0	0	0	13	0
ENSMUSG00000116090	2	2	3	0	1	40
ENSMUSG00000116091	0	0	0	0	275	0
ENSMUSG00000116121	395	0	0	0	0	0
ENSMUSG00000116174	0	0	3	0	0	0
ENSMUSG00000116192	0	0	112	0	0	0
ENSMUSG00000116215	1	0	0	0	0	0
ENSMUSG00000116223	0	15	134	0	21	38
ENSMUSG00000116226	0	0	18	0	0	0
ENSMUSG00000116305	151	0	197	215	0	12
ENSMUSG00000116358	0	0	37	0	0	0
ENSMUSG00000116423	0	0	0	0	1	0
ENSMUSG00000116461	0	0	332	0	0	0
ENSMUSG00000116475	0	0	0	0	0	0
ENSMUSG00000116504	0	0	0	795	0	0
ENSMUSG00000116518	0	0	1	0	0	0
ENSMUSG00000116536	0	0	13	0	0	0
ENSMUSG00000116550	0	0	11	0	0	0
ENSMUSG00000116554	0	0	37	0	0	0
ENSMUSG00000116560	128	21	1509	0	0	0
ENSMUSG00000116561	1	0	0	0	0	0
ENSMUSG00000116564	0	0	202	0	0	0
ENSMUSG00000116590	0	0	363	0	0	0
ENSMUSG00000116620	0	0	2	2	0	0
ENSMUSG00000116626	4	74	0	0	0	0
ENSMUSG00000116629	0	0	94	0	0	0
ENSMUSG00000116640	0	0	32	0	0	0
ENSMUSG00000116645	0	0	145	0	0	0
ENSMUSG00000116648	0	0	6	0	132	18
ENSMUSG00000116656	0	0	0	8	0	14
ENSMUSG00000116673	0	0	0	0	0	321
ENSMUSG00000116675	0	0	5	0	0	0
ENSMUSG00000116679	0	0	27	0	0	0
ENSMUSG00000116686	0	24	0	0	0	0
ENSMUSG00000116718	0	94	0	0	0	0
ENSMUSG00000116735	0	0	82	0	0	0
ENSMUSG00000116757	0	0	5	2	0	2
ENSMUSG00000116763	590	0	0	0	0	0
ENSMUSG00000116778	0	0	4	0	62	0
ENSMUSG00000116802	0	0	421	0	0	0
ENSMUSG00000116811	0	15	282	1	4	6
ENSMUSG00000116812	116	11	1723	0	0	0
ENSMUSG00000116835	0	0	43	37	6	0
ENSMUSG00000116845	0	0	60	0	0	0
ENSMUSG00000116875	90	237	913	269	80	33
ENSMUSG00000116879	0	0	452	0	0	0
ENSMUSG00000116888	0	0	69	1	0	0
ENSMUSG00000116891	0	0	223	0	94	0
ENSMUSG00000116894	0	0	0	0	0	11
ENSMUSG00000116895	0	0	0	90	0	0
ENSMUSG00000116908	0	0	143	0	0	0
ENSMUSG00000116912	1	0	0	0	2	0
ENSMUSG00000116913	0	0	245	0	0	0
ENSMUSG00000116921	0	0	0	0	0	0
ENSMUSG00000116930	0	0	0	0	288	0
ENSMUSG00000116936	0	0	1	0	0	0
ENSMUSG00000116946	0	0	13	0	0	0
ENSMUSG00000116953	0	0	0	118	0	0
ENSMUSG00000116972	0	1	23	0	1	0
ENSMUSG00000116995	0	0	0	0	0	1
ENSMUSG00000117049	2	0	3	0	0	0
ENSMUSG00000117065	0	0	21	0	0	0
ENSMUSG00000117081	0	0	0	0	0	0
ENSMUSG00000117100	0	0	0	0	33	0
ENSMUSG00000117114	0	0	0	8	0	0
ENSMUSG00000117130	0	6	0	0	0	0
ENSMUSG00000117165	0	10	56	10	8	91
ENSMUSG00000117171	0	0	233	0	0	0
ENSMUSG00000117183	0	0	61	0	0	0
ENSMUSG00000117187	0	10	1	0	0	0
ENSMUSG00000117219	0	0	31	0	0	0
ENSMUSG00000117252	0	2	0	0	0	0
ENSMUSG00000117262	0	0	0	0	0	0
ENSMUSG00000117263	0	0	0	0	0	137
ENSMUSG00000117265	0	0	4	0	0	0
ENSMUSG00000117283	0	0	1	0	0	0
ENSMUSG00000117284	0	0	595	0	0	0
ENSMUSG00000117286	0	161	251	0	866	221
ENSMUSG00000117295	0	0	43	0	0	0
ENSMUSG00000117310	108	0	394	0	0	9
ENSMUSG00000117322	279	0	0	0	0	0
ENSMUSG00000117332	12	0	0	0	0	0
ENSMUSG00000117333	0	0	0	0	14	0
ENSMUSG00000117338	0	207	2	0	0	0
ENSMUSG00000117345	0	2	0	0	0	0
ENSMUSG00000117358	0	0	801	0	4	0
ENSMUSG00000117385	0	0	0	2	0	0
ENSMUSG00000117393	0	0	31	0	0	0
ENSMUSG00000117399	0	0	66	0	0	0
ENSMUSG00000117405	0	0	1	0	2	3
ENSMUSG00000117411	0	0	5	0	0	0
ENSMUSG00000117416	0	21	7	0	0	0
ENSMUSG00000117428	3	0	0	0	2	0
ENSMUSG00000117430	0	0	0	0	0	0
ENSMUSG00000117437	0	73	589	0	0	0
ENSMUSG00000117438	12	5	334	3	7	13
ENSMUSG00000117449	0	0	3	0	0	0
ENSMUSG00000117458	0	13	3	0	0	20
ENSMUSG00000117465	0	0	1445	0	0	36
ENSMUSG00000117468	0	0	0	0	1	6
ENSMUSG00000117484	0	0	8	0	0	0
ENSMUSG00000117507	0	0	5	0	0	4
ENSMUSG00000117515	1	0	0	0	0	0
ENSMUSG00000117526	0	0	0	0	0	0
ENSMUSG00000117538	0	0	5	0	0	0
ENSMUSG00000117557	0	0	10	0	0	0
ENSMUSG00000117566	0	0	1	0	0	0
ENSMUSG00000117573	0	2	109	0	0	0
ENSMUSG00000117600	0	0	0	0	0	0
ENSMUSG00000117613	0	0	251	0	0	0
ENSMUSG00000117621	0	0	40	0	0	1
ENSMUSG00000117642	0	0	150	0	0	0
ENSMUSG00000117667	0	2	30	0	0	0
ENSMUSG00000117673	0	0	30	5	0	0
ENSMUSG00000117679	0	0	123	0	0	0
ENSMUSG00000117710	0	22	0	0	0	0
ENSMUSG00000117730	0	0	206	0	0	0
ENSMUSG00000117752	0	25	0	0	0	0
ENSMUSG00000117757	26	9	255	3	157	0
ENSMUSG00000117768	0	0	2	0	2	0
ENSMUSG00000117771	10	0	86	0	9	0
ENSMUSG00000117775	0	0	37	83	0	0
ENSMUSG00000117779	0	0	0	0	8	0
ENSMUSG00000117788	0	0	0	0	0	2
ENSMUSG00000117789	0	544	300	0	710	34
ENSMUSG00000117804	0	19	90	0	0	33
ENSMUSG00000117810	0	0	5	0	1	1
ENSMUSG00000117813	0	0	5	1	0	0
ENSMUSG00000117814	0	0	181	0	0	0
ENSMUSG00000117815	0	0	41	0	2	0
ENSMUSG00000117819	150	0	0	1275	0	0
ENSMUSG00000117822	14	15	50	0	565	31
ENSMUSG00000117862	0	0	1	0	0	0
ENSMUSG00000117864	0	0	276	0	0	0
ENSMUSG00000117875	4	15	38	1	13	18
ENSMUSG00000117900	0	0	0	0	81	0
ENSMUSG00000117917	0	0	5	0	0	0
ENSMUSG00000117924	0	0	110	0	0	0
ENSMUSG00000117929	0	0	11	1	1	22
ENSMUSG00000117934	0	90	0	0	0	0
ENSMUSG00000117935	0	1	1	0	2	0
ENSMUSG00000117939	0	1	0	0	0	0
ENSMUSG00000117959	0	0	14	0	0	0
ENSMUSG00000117962	0	9	26	0	33	189
ENSMUSG00000117965	0	1	0	0	0	0
ENSMUSG00000117972	0	0	0	0	0	0
ENSMUSG00000117981	0	0	0	1	0	0
ENSMUSG00000117988	0	0	3	0	0	1
ENSMUSG00000118000	0	0	3	0	0	0
ENSMUSG00000118008	0	0	0	0	0	0
ENSMUSG00000118012	333	0	0	0	127	0
ENSMUSG00000118038	0	0	144	0	0	0
ENSMUSG00000118057	0	0	849	0	0	0
ENSMUSG00000118071	0	0	50	0	0	0
ENSMUSG00000118081	0	0	10	0	0	0
ENSMUSG00000118082	0	0	2	0	0	0
ENSMUSG00000118087	0	0	789	0	0	0
ENSMUSG00000118100	0	0	0	32	0	0
ENSMUSG00000118106	0	0	55	0	0	0
ENSMUSG00000118133	3	0	87	0	0	0
ENSMUSG00000118134	0	0	5	0	0	0
ENSMUSG00000118140	33	0	1	0	0	0
ENSMUSG00000118145	4	0	0	0	0	0
ENSMUSG00000118161	0	2	11	1	3	0
ENSMUSG00000118164	0	0	0	0	0	0
ENSMUSG00000118167	0	0	0	0	0	2
ENSMUSG00000118171	0	0	0	38	0	0
ENSMUSG00000118177	0	0	1	0	0	0
ENSMUSG00000118197	0	0	0	0	1	1
ENSMUSG00000118206	0	0	0	0	0	1
ENSMUSG00000118210	0	0	977	0	0	0
ENSMUSG00000118212	0	0	3	0	0	0
ENSMUSG00000118220	0	0	0	0	0	0
ENSMUSG00000118234	0	49	259	0	6	233
ENSMUSG00000118238	0	6	25	2	0	0
ENSMUSG00000118239	0	0	0	0	66	0
ENSMUSG00000118241	0	0	1	0	0	0
ENSMUSG00000118243	0	0	3	0	0	0
ENSMUSG00000118252	2	20	6	3	4	2
ENSMUSG00000118257	0	0	0	0	0	50
ENSMUSG00000118264	0	0	0	0	0	1
ENSMUSG00000118267	0	0	80	0	0	0
ENSMUSG00000118282	0	0	3	0	0	11
ENSMUSG00000118283	34	0	0	0	0	0
ENSMUSG00000118307	1	0	0	0	0	0
ENSMUSG00000118329	0	0	3	0	0	0
ENSMUSG00000118346	0	0	0	0	0	18
ENSMUSG00000118353	0	2	495	399	0	1094
ENSMUSG00000118377	0	0	8	0	0	0
ENSMUSG00000118425	1	0	0	4	0	0
ENSMUSG00000118445	0	0	3	0	0	0
ENSMUSG00000118449	0	102	0	0	0	0
ENSMUSG00000118456	0	0	0	0	9	0
ENSMUSG00000118462	0	0	0	352	0	0
ENSMUSG00000118489	0	0	44	0	0	0
ENSMUSG00000118552	0	579	920	20	43	96
ENSMUSG00000118555	0	0	7	0	0	0
ENSMUSG00000118559	2	2	0	0	0	0
ENSMUSG00000118600	0	0	1	0	1	0
ENSMUSG00000118623	0	0	332	0	0	0
ENSMUSG00000118644	0	6	0	0	0	0
ENSMUSG00000118651	0	0	0	0	0	363
ENSMUSG00000118653	0	0	95	0	317	0
ENSMUSG00000118664	247	0	500	0	0	0
ENSMUSG00000118665	0	17	233	0	0	0
ENSMUSG00000118667	0	0	414	0	0	0
ENSMUSG00000118669	0	121	373	0	11	0
ENSMUSG00000118671	0	85	0	0	0	0
ENSMUSG00000118676	0	3	0	0	0	0
ENSMUSG00000118677	17	4	37	7	34	1
ENSMUSG00000118680	0	0	0	0	0	0
ENSMUSG00000118698	15	0	34	7	13	1
ENSMUSG00000118708	0	0	1	0	0	0
ENSMUSG00000118717	0	0	0	1	0	0
ENSMUSG00000118718	381	148	1058	428	304	23
ENSMUSG00000118723	0	0	1	0	0	0
ENSMUSG00000118730	0	1	0	0	0	0
ENSMUSG00000118734	2	2	7	5	1	0
ENSMUSG00000118751	190	142	643	253	121	65
ENSMUSG00000118760	1	0	0	0	0	0
ENSMUSG00000118761	0	0	26	0	0	0
ENSMUSG00000118768	0	0	0	1	106	0
ENSMUSG00000118790	3	6	321	0	61	2
ENSMUSG00000118815	249	187	940	332	174	73
ENSMUSG00000118833	0	0	0	0	1	0
ENSMUSG00000118837	157	79	483	209	130	5
ENSMUSG00000118839	0	44	2	0	2	0
