"Gene","ctl1","ctl2","ctl3","ctl4","ctl5","ctl6","ctl7","dta1","dta2","dta3","dta4","dta5","dta6","dta7","dta8","dta9","dta10","dta11","dta12","dta13","dta14","dta15","dta16","dta17","dta18","dta19","dta20","dta21","dta22","dta23","dta24","dta25","dta26","dta27","dta28","dta29","dta30","dta31","dta32","dta33","dta34","dta35","dta36","dta37","dta38","dta39","dta40","dta41","dta42","dta43","dta44","dta45","dta46"
"ENSMUSG00000051050","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051062","0","2","0","5","0","0","6","2","5","3","2","1","4","3","0","2","0","3","0","2","0","0","0","0","0","1","2","1","3","5","11","0","0","3","5","5","7","11","11","0","5","1","1","6","16","2","14","17","0","0","0","0","0"
"ENSMUSG00000051065","1","1","1","6","2","0","18","0","7","2","2","0","2","2","1","4","0","2","0","0","0","1","1","0","0","0","2","0","2","3","9","0","0","3","3","2","1","10","3","1","2","0","1","10","4","1","8","11","1","0","0","2","0"
"ENSMUSG00000051067","4","31","2","193","11","7","32","30","75","63","80","5","60","20","8","69","5","49","72","28","23","7","4","4","17","19","7","0","69","95","115","3","7","56","51","69","75","82","95","26","39","4","68","73","84","53","119","97","13","10","22","3","8"
"ENSMUSG00000051076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051098","0","0","0","3","2","1","7","0","0","1","2","0","1","1","0","1","0","3","1","1","0","1","0","0","0","0","1","1","1","3","5","0","0","2","0","0","3","7","2","0","4","0","3","3","0","1","2","11","0","0","2","0","0"
"ENSMUSG00000051111","0","0","0","41","0","1","4","0","0","1","0","0","0","1","0","0","0","1","7","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"ENSMUSG00000051124","0","0","0","0","0","1","0","0","4","1","1","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"ENSMUSG00000051136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051146","2","8","3","55","4","3","36","12","31","13","20","1","17","2","3","32","2","14","22","0","5","4","2","0","3","5","2","3","21","21","44","0","1","28","14","38","26","36","36","4","8","1","17","20","64","18","65","54","7","2","3","1","1"
"ENSMUSG00000051147","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ENSMUSG00000051149","0","7","3","39","7","2","35","6","18","13","16","0","6","3","1","15","2","6","9","2","5","4","1","3","2","7","4","2","17","7","30","0","0","11","9","17","17","25","30","6","12","3","8","23","17","13","29","56","2","0","7","1","2"
"ENSMUSG00000051153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051154","0","4","0","10","1","1","11","5","9","3","6","0","9","5","0","13","1","1","9","1","2","0","0","0","0","1","3","5","3","5","11","0","0","4","5","2","8","4","12","1","2","0","1","7","11","1","13","25","0","0","1","1","0"
"ENSMUSG00000051159","1","5","0","3","0","0","2","1","3","8","0","1","5","2","0","10","0","3","3","2","0","0","0","0","0","0","1","0","0","4","9","0","0","0","2","3","1","6","2","0","1","0","0","10","5","3","11","9","1","0","0","0","0"
"ENSMUSG00000051166","0","3","1","12","6","12","55","9","8","5","9","0","7","7","1","9","2","6","2","0","4","6","1","2","2","5","2","3","12","7","16","0","2","10","10","9","9","20","11","5","4","1","10","11","16","10","8","47","0","1","9","0","2"
"ENSMUSG00000051169","0","1","1","3","0","1","5","2","0","3","3","1","1","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","7","5","1","0","1","2","6","4","7","5","1","4","0","1","3","1","1","6","9","0","0","2","0","0"
"ENSMUSG00000051176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051177","0","6","0","3","4","0","28","1","0","5","3","0","3","0","1","1","0","5","4","2","2","1","0","0","0","1","2","5","1","9","5","0","1","1","2","7","9","2","1","0","3","0","6","1","2","2","22","14","1","1","0","0","1"
"ENSMUSG00000051184","0","0","0","0","0","0","2","0","0","0","1","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","2","1","0","0","2","1","0","0","2","1","0","1","0","0","1","5","0","0","2","0","0","0","0","0"
"ENSMUSG00000051185","1","10","3","29","1","0","21","4","16","8","19","1","13","3","1","10","2","2","13","0","0","0","2","1","2","1","2","1","19","7","26","1","0","6","8","11","16","13","20","0","2","0","8","11","11","9","14","25","0","1","2","1","2"
"ENSMUSG00000051207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051223","5","15","2","51","3","1","44","13","33","16","22","0","20","9","2","35","4","17","22","5","1","2","4","0","0","3","6","4","28","14","40","2","0","27","23","31","32","33","35","5","16","1","11","35","47","14","49","52","4","0","3","0","5"
"ENSMUSG00000051224","0","0","0","1","0","0","1","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","2","1","0","0","0","1","0","0","1","3","0","0","0","0","0"
"ENSMUSG00000051225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051228","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000051232","0","3","0","10","0","1","6","2","5","4","1","1","9","0","0","4","1","5","5","2","0","1","0","0","1","2","4","0","8","8","5","1","1","4","4","7","2","8","10","1","3","0","7","9","2","1","17","8","1","0","2","0","1"
"ENSMUSG00000051235","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"ENSMUSG00000051236","0","2","1","5","0","0","3","0","4","1","1","0","0","0","0","1","0","4","1","1","0","2","1","0","1","0","0","0","1","0","3","0","0","3","1","1","0","1","4","1","0","0","1","1","1","0","1","1","0","0","0","0","0"
"ENSMUSG00000051238","0","0","0","9","0","0","3","1","4","2","4","0","3","0","1","4","0","1","3","2","0","1","0","1","0","0","0","0","2","4","7","0","1","1","1","4","2","6","3","0","1","0","1","0","5","2","5","8","0","0","0","0","0"
"ENSMUSG00000051242","0","12","0","0","0","0","5","12","24","2","36","0","19","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","25","4","0","0","0","0","0"
"ENSMUSG00000051243","2","16","0","33","0","0","18","23","32","1","13","2","40","11","2","38","2","17","5","5","7","8","1","7","2","0","7","3","12","11","39","0","1","2","20","24","110","37","101","19","96","16","75","67","75","88","21","109","6","8","1","3","2"
"ENSMUSG00000051246","0","0","0","3","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","1","0","0"
"ENSMUSG00000051251","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","9","0","0","0","0","0"
"ENSMUSG00000051256","3","9","1","27","3","1","10","6","12","7","9","0","9","7","0","13","0","7","6","2","1","3","1","1","0","0","4","1","8","11","20","1","1","14","14","6","13","15","19","3","8","2","11","21","14","9","18","24","1","1","1","0","2"
"ENSMUSG00000051257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051278","0","0","0","0","0","2","3","1","0","1","0","0","0","1","0","1","0","0","0","0","0","3","0","0","0","1","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0"
"ENSMUSG00000051279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051285","0","7","2","25","3","2","12","4","17","11","6","2","10","3","0","14","1","3","8","1","1","3","0","2","1","4","1","3","5","7","12","1","2","6","4","18","11","16","10","2","2","1","8","9","12","3","27","19","2","1","1","1","0"
"ENSMUSG00000051306","2","0","0","3","1","3","15","1","5","1","1","0","3","2","0","1","0","0","0","0","2","1","0","0","0","0","2","4","1","3","6","0","0","4","0","1","3","4","3","1","2","2","1","0","5","4","8","10","1","0","3","0","0"
"ENSMUSG00000051314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051316","3","1","1","4","0","0","0","4","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","3","3","0","0","0","1","1","3","0","0","0","0","0","1","0","3","0","1","4","0","1","0","0","0"
"ENSMUSG00000051319","0","6","0","20","0","0","15","10","12","6","5","0","10","2","0","15","1","1","6","1","2","1","1","2","1","1","2","0","2","13","14","2","0","4","6","12","12","10","16","1","9","1","4","17","21","11","34","20","0","0","0","1","0"
"ENSMUSG00000051323","0","2","1","14","0","0","4","1","7","0","5","0","1","1","0","5","0","2","4","1","1","0","0","1","0","0","0","0","2","2","7","0","0","0","1","4","2","0","6","2","0","1","4","1","7","2","8","6","1","1","0","0","0"
"ENSMUSG00000051329","0","1","0","4","0","1","5","0","0","0","0","0","1","1","0","0","0","1","2","1","1","0","1","0","0","0","1","0","0","0","3","0","0","2","0","0","2","1","1","0","3","0","1","0","1","0","1","6","0","0","2","0","0"
"ENSMUSG00000051331","0","0","0","0","2","1","18","0","0","1","1","0","0","2","0","0","0","0","1","0","2","0","0","0","3","0","5","2","0","3","5","0","0","0","0","0","2","7","2","0","2","0","2","1","0","1","3","28","0","0","0","0","0"
"ENSMUSG00000051335","4","15","3","59","4","3","31","11","47","17","22","1","23","5","3","33","5","15","14","4","3","4","2","1","2","3","4","1","22","39","39","1","4","19","19","29","42","36","40","4","14","2","24","38","46","19","87","62","5","0","4","5","3"
"ENSMUSG00000051341","0","0","0","1","0","3","4","1","1","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","2","3","0","1","0","0","0","1","0","1","3","0","0","0","0","0"
"ENSMUSG00000051343","3","3","1","37","3","0","21","2","16","15","9","0","7","1","1","17","3","9","13","3","6","1","1","0","0","5","3","2","11","8","24","1","0","11","5","28","18","18","20","0","4","3","11","21","20","8","34","28","4","2","3","1","2"
"ENSMUSG00000051344","0","2","0","6","0","0","6","2","2","2","1","0","1","1","0","3","0","2","4","1","1","3","0","0","0","1","0","2","3","3","6","0","0","2","0","3","3","9","3","1","0","1","1","3","2","4","5","5","0","1","1","0","0"
"ENSMUSG00000051346","0","1","0","2","0","0","3","2","1","0","0","1","1","0","0","1","0","0","3","0","0","0","0","0","1","0","1","0","1","2","4","0","0","1","2","1","4","2","2","0","1","0","0","0","1","2","4","6","0","0","3","1","0"
"ENSMUSG00000051351","0","3","0","5","0","1","10","1","2","3","4","0","1","1","2","0","0","1","1","1","1","1","0","0","0","0","2","1","1","7","9","0","0","5","2","1","5","4","1","1","1","0","2","3","7","2","7","14","1","0","1","0","0"
"ENSMUSG00000051354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051355","0","2","0","22","2","2","11","4","8","5","1","0","4","2","0","11","0","5","4","1","2","0","0","1","0","1","0","2","4","7","15","0","1","5","6","13","13","8","10","2","2","0","3","3","4","4","12","18","2","1","1","5","2"
"ENSMUSG00000051359","1","1","0","1","0","0","29","2","2","0","4","0","0","0","0","0","0","2","2","0","1","1","0","0","2","1","8","3","0","0","8","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","8","0","0","0","0","0"
"ENSMUSG00000051367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051373","1","10","0","25","3","0","10","4","6","4","2","1","6","3","1","6","0","7","10","1","0","3","4","0","2","2","0","0","7","9","12","1","1","7","4","10","19","11","11","3","10","1","0","14","13","3","11","20","0","3","1","0","2"
"ENSMUSG00000051375","0","1","0","0","0","0","26","1","0","1","0","0","0","2","0","1","1","0","0","0","2","5","0","0","1","2","2","2","2","3","6","0","0","0","0","1","1","2","0","0","0","0","1","2","0","0","1","37","0","0","0","0","0"
"ENSMUSG00000051378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0"
"ENSMUSG00000051379","0","0","0","1","0","0","4","0","2","1","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","2","1","1","0","6","0","0","0","0","1"
"ENSMUSG00000051390","0","1","0","8","1","1","18","4","2","7","0","0","2","1","0","6","3","3","4","1","0","0","0","0","0","0","2","1","5","8","7","0","0","6","2","5","6","6","13","0","3","0","3","2","3","3","6","12","0","0","0","1","0"
"ENSMUSG00000051391","17","46","9","271","13","0","248","43","140","68","92","2","90","28","12","141","10","53","97","33","20","17","7","7","6","16","31","20","104","154","229","12","4","96","83","131","135","196","206","15","78","12","87","116","195","79","300","409","22","8","2","10","11"
"ENSMUSG00000051397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051403","0","3","1","17","0","1","23","2","11","4","7","0","5","2","1","5","0","2","5","1","0","1","0","0","0","2","3","2","5","7","15","1","0","6","6","6","7","7","9","1","5","1","6","5","11","1","12","41","3","1","0","0","1"
"ENSMUSG00000051413","0","0","0","2","6","0","6","1","0","2","4","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","1","1","0","0","1","1","0","2","1","2","1","1","0","1","6","1","1","1","16","0","0","0","0","0"
"ENSMUSG00000051427","0","0","0","6","0","1","4","1","1","0","0","0","0","1","0","0","0","0","2","0","0","1","0","0","0","0","1","0","1","2","3","0","0","2","2","0","0","1","0","0","0","0","2","1","2","2","4","4","0","0","3","0","0"
"ENSMUSG00000051431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051435","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
